"zona","barrio","condcasa","acons","aremo","aventa","precio"
"RM","Crawfor",5,2008,2008,2008,392500
"RL","NoRidge",5,1996,1996,2007,745000
"RL","OldTown",6,1920,1950,2006,120000
"RL","Timber",4,1963,1963,2007,186700
"RL","Edwards",7,1924,1950,2006,104900
"RL","OldTown",5,1900,1970,2009,95000
"RL","NoRidge",5,1994,1995,2006,262000
"RL","CollgCr",5,2002,2002,2009,195000
"RL","Gilbert",5,1999,1999,2010,189000
"RL","Mitchel",4,1961,1975,2007,168000
"FV","Somerst",5,1999,2000,2007,174000
"RM","OldTown",8,1925,1994,2007,125000
"RM","Mitchel",5,1999,1999,2009,165000
"RL","Sawyer",7,1969,1969,2010,158000
"RL","Gilbert",5,2005,2005,2008,176000
"RL","Gilbert",5,2006,2006,2006,219210
"RM","OldTown",6,1916,1950,2006,144000
"RL","CollgCr",5,2001,2001,2009,178000
"RL","Sawyer",5,1963,1979,2006,148000
"RL","NAmes",5,1970,1970,2006,116050
"RL","CollgCr",5,1998,1998,2009,197900
"RM","BrkSide",8,1925,1997,2009,117000
"RL","CollgCr",5,2000,2001,2009,213000
"RL","NWAmes",6,1975,1975,2006,153500
"RL","SawyerW",7,1990,1991,2009,271900
"RH","SawyerW",4,1966,1966,2006,107000
"RL","CollgCr",5,2003,2003,2006,200000
"RL","NAmes",7,1962,1980,2008,140000
"RL","Somerst",5,2006,2006,2006,290000
"RL","SawyerW",5,1992,1992,2010,189000
"RL","Gilbert",7,1988,2005,2010,164000
"RL","Edwards",6,1941,1950,2009,113000
"RL","Sawyer",9,1965,2001,2006,145000
"RL","NAmes",5,1962,1962,2006,134500
"RL","Sawyer",5,1966,1966,2007,125000
"RM","Sawyer",5,1978,1978,2010,112000
"FV","Somerst",5,2009,2009,2009,229456
"RM","BrkSide",5,1947,1950,2006,80500
"RM","BrDale",5,1971,1971,2006,91500
"RL","NAmes",5,1964,1964,2006,115000
"RL","Sawyer",5,1968,1968,2008,134000
"RL","NAmes",6,1949,1950,2007,143000
"RL","NAmes",3,1951,1951,2006,137900
"RL","Gilbert",5,2004,2005,2008,184000
"RL","NAmes",8,1958,1958,2007,145000
"RL","Somerst",5,2007,2007,2008,214000
"RL","NAmes",8,1965,2008,2008,147000
"RL","NridgHt",5,2008,2008,2008,367294
"RL","NAmes",5,1960,1960,2008,127000
"RL","Sawyer",5,1977,1977,2007,190000
"RL","NAmes",6,1962,1962,2006,132500
"RL","NAmes",5,1962,1962,2007,101800
"RL","NAmes",5,1959,1959,2010,142000
"RH","SWISU",6,1911,1950,2008,130000
"RL","Crawfor",5,1914,1950,2006,138887
"RL","NridgHt",5,2003,2003,2010,175500
"RL","CollgCr",5,2004,2005,2006,195000
"RL","SawyerW",5,2005,2005,2006,142500
"RL","Timber",5,2006,2006,2007,265900
"RL","CollgCr",5,2003,2003,2008,224900
"RL","Somerst",6,2007,2007,2007,248328
"RL","NWAmes",6,1974,1974,2010,170000
"RL","NridgHt",5,2006,2006,2006,465000
"RL","Crawfor",7,1929,1950,2006,230000
"RL","NWAmes",7,1984,2003,2007,178000
"FV","Somerst",5,2005,2006,2006,186500
"RL","Mitchel",5,1976,1976,2010,169900
"RM","OldTown",5,1917,1950,2008,129500
"RL","NAmes",7,1950,1950,2007,119000
"RL","NAmes",5,1968,1968,2010,244000
"RL","NridgHt",5,2003,2003,2006,171750
"RL","Mitchel",6,1968,1968,2009,130000
"RL","Veenker",7,1974,2003,2007,294000
"RL","Edwards",5,2003,2004,2008,165400
"RM","BrkSide",6,1931,1950,2007,127500
"RL","NoRidge",5,1994,1994,2008,301500
"RL","Edwards",8,1922,1950,2009,99900
"RL","Gilbert",5,2005,2005,2008,190000
"RL","NAmes",8,1969,1969,2008,151000
"RL","Gilbert",5,1999,1999,2009,181000
"RL","NAmes",6,1956,1956,2009,128900
"RL","ClearCr",5,1957,1989,2009,161500
"RL","BrkSide",6,1919,1950,2007,180500
"RH","NAmes",5,1998,1999,2008,181000
"FV","Somerst",5,1999,1999,2006,183900
"RM","OldTown",4,1910,1950,2007,122000
"RL","Timber",5,2008,2009,2010,378500
"RL","Crawfor",9,1935,1997,2008,381000
"RL","NAmes",5,1958,1958,2007,144000
"RL","ClearCr",6,1979,1979,2010,260000
"RL","NWAmes",7,1968,1968,2009,185750
"RL","Sawyer",6,1965,1965,2006,137000
"RL","Edwards",7,1959,2006,2008,177000
"RL","Crawfor",6,1910,2003,2007,139000
"RL","NAmes",5,1948,1950,2007,137000
"RL","NWAmes",6,1972,1972,2009,162000
"RL","NWAmes",5,1967,1976,2009,197900
"RL","CollgCr",5,2002,2002,2008,237000
"C (all)","IDOTRR",4,1920,1950,2010,68400
"RL","CollgCr",5,2002,2002,2009,227000
"RL","Timber",5,1990,1990,2006,180000
"RL","CollgCr",7,1977,2008,2009,150500
"RL","Mitchel",5,1971,1971,2010,139000
"RL","SWISU",7,1919,1990,2010,169000
"RM","BrkSide",6,1939,1950,2009,132500
"RL","NWAmes",5,1963,1963,2010,143000
"RL","ClearCr",5,1964,1964,2006,190000
"RL","StoneBr",5,2000,2000,2009,278000
"RL","NridgHt",5,2006,2006,2006,281000
"RL","NAmes",7,1964,1964,2010,180500
"RM","BrDale",7,1972,1972,2009,119500
"RM","OldTown",4,1892,1965,2009,107500
"RL","NWAmes",5,1976,1976,2006,162900
"RL","Edwards",7,1955,1990,2006,115000
"RL","NAmes",5,1968,1968,2006,138500
"RL","NAmes",6,1963,1963,2008,155000
"RM","Edwards",5,2005,2006,2006,140000
"RL","Edwards",5,2008,2008,2008,160000
"RL","NAmes",7,1959,1994,2010,154000
"RL","Gilbert",5,1999,1999,2009,225000
"RL","Crawfor",7,1942,1950,2009,177500
"RL","NoRidge",5,1994,1994,2006,290000
"RL","Somerst",5,2005,2005,2006,232000
"RM","Edwards",5,2004,2004,2006,130000
"RL","NridgHt",5,2006,2007,2009,325000
"RL","NridgHt",5,2005,2006,2006,202500
"RL","CollgCr",5,1994,1995,2009,138000
"RM","OldTown",7,1948,2005,2008,147000
"RL","SawyerW",5,1991,1991,2008,179200
"RL","Crawfor",8,1959,2002,2010,335000
"RL","CollgCr",5,2005,2007,2007,203000
"RL","NoRidge",5,1990,1990,2007,302000
"RL","NoRidge",5,1999,1999,2010,333168
"RL","Edwards",6,1954,1954,2007,119000
"RL","NAmes",5,1969,1969,2008,206900
"RL","CollgCr",5,2008,2008,2009,295493
"FV","Somerst",5,2006,2007,2007,208900
"RL","CollgCr",5,2001,2002,2006,275000
"RL","Edwards",5,1954,1954,2007,111000
"RL","NAmes",3,1957,1957,2009,156500
"RL","BrkSide",6,1949,1950,2008,72500
"RL","NoRidge",5,1992,1992,2010,190000
"RL","BrkSide",7,1940,1950,2009,82500
"RL","Somerst",5,2006,2007,2007,147000
"RM","IDOTRR",4,1922,1950,2008,55000
"RH","Edwards",6,1931,2006,2007,79000
"RL","Mitchel",9,1982,2008,2008,130500
"RM","OldTown",7,1920,1950,2008,256000
"RL","Gilbert",5,1998,1998,2006,176500
"RL","Somerst",5,2006,2006,2007,227000
"RL","CollgCr",5,1976,1976,2006,132500
"RL","Edwards",6,1938,1958,2009,100000
"RM","IDOTRR",6,1938,1995,2006,125500
"RM","BrDale",6,1970,1970,2009,125000
"RL","NWAmes",5,1977,1977,2009,167900
"RL","NWAmes",5,1973,1973,2008,135000
"RM","OldTown",4,1941,1950,2006,52500
"RL","CollgCr",5,2002,2002,2006,200000
"RL","CollgCr",7,1972,1972,2006,128500
"RL","NAmes",5,1971,1971,2007,123000
"RL","SawyerW",5,2003,2004,2008,155000
"RL","CollgCr",5,2002,2002,2007,228500
"RL","Crawfor",6,1928,1950,2009,177000
"RL","CollgCr",5,2006,2006,2007,155835
"RM","OldTown",4,1920,1950,2007,108500
"RL","NWAmes",7,1968,2003,2006,262500
"RL","Timber",5,2006,2007,2007,283463
"RL","SawyerW",5,1998,1998,2007,215000
"RM","OldTown",5,1872,1987,2008,122000
"RL","NAmes",5,1969,1969,2009,200000
"RL","NAmes",6,1962,1962,2008,171000
"RM","BrkSide",9,1937,2000,2009,134900
"RL","NoRidge",5,1995,1996,2010,410000
"RL","CollgCr",5,2000,2000,2008,235000
"RL","NWAmes",6,1968,1992,2006,170000
"RL","NAmes",5,1966,1966,2008,110000
"RL","NAmes",6,1971,2008,2010,149900
"FV","Somerst",5,2000,2000,2010,177500
"RL","NridgHt",5,2004,2005,2006,315000
"RL","SWISU",6,1921,1998,2008,189000
"RL","StoneBr",5,2005,2005,2009,260000
"RL","NAmes",4,1920,2007,2009,104900
"RL","Gilbert",5,2006,2007,2007,156932
"FV","Somerst",5,2005,2005,2006,144152
"FV","Somerst",5,2000,2000,2010,216000
"RL","CollgCr",5,1999,1999,2008,193000
"RM","MeadowV",6,1977,1977,2006,127000
"RM","CollgCr",5,2003,2004,2009,144000
"RL","CollgCr",5,2003,2003,2010,232000
"RL","OldTown",6,1920,1950,2009,105000
"RL","NAmes",6,1955,1996,2008,165500
"RL","CollgCr",6,1998,1998,2006,274300
"RL","NoRidge",5,2001,2002,2007,466500
"FV","Somerst",5,2005,2005,2008,250000
"RL","Timber",5,2007,2007,2007,239000
"RL","SWISU",5,1930,1950,2008,91000
"RL","Edwards",5,1941,1960,2009,117000
"RM","BrDale",5,1973,1973,2006,83000
"RL","Timber",5,2006,2007,2008,167500
"RL","Edwards",3,1914,1950,2010,58500
"RL","NAmes",7,1970,1970,2008,237500
"RM","OldTown",7,1920,1950,2006,157000
"RL","Sawyer",7,1918,2007,2007,112000
"RL","Edwards",5,1939,1950,2009,105000
"RM","IDOTRR",8,1922,2007,2010,125500
"RL","NWAmes",5,1978,1978,2006,250000
"RM","OldTown",7,1916,1950,2007,136000
"RL","Gilbert",5,2006,2007,2009,377500
"RM","BrkSide",6,1941,1950,2007,131000
"RL","CollgCr",5,2000,2000,2006,235000
"RL","NAmes",5,1967,1967,2009,124000
"RL","NAmes",5,1967,1967,2006,123000
"RM","OldTown",7,1905,2000,2008,163000
"RL","Blmngtn",5,2006,2006,2006,246578
"RL","Timber",5,2005,2006,2007,281213
"RL","Timber",5,1948,1950,2010,160000
"RM","BrkSide",8,1920,2004,2007,137500
"RL","NAmes",4,1950,1982,2009,138000
"RL","SWISU",6,1925,1990,2009,137450
"RM","BrkSide",7,1929,1950,2008,120000
"RL","Gilbert",5,2004,2004,2008,193000
"RL","CollgCr",5,2006,2006,2006,193879
"RL","Somerst",5,2007,2007,2007,282922
"RL","OldTown",4,1915,1950,2006,105000
"RM","Crawfor",5,2004,2005,2008,275000
"RL","CollgCr",7,1972,2007,2009,133000
"RL","Mitchel",5,1985,1985,2009,112000
"RM","OldTown",7,1910,1950,2010,125500
"RL","NWAmes",6,1986,1991,2008,215000
"RL","CollgCr",5,2001,2001,2009,230000
"RL","NAmes",8,1950,2005,2009,140000
"RL","NAmes",5,1949,1950,2009,90000
"RL","SawyerW",5,2005,2006,2009,257000
"RL","BrkSide",7,1923,2000,2008,207000
"RL","Blmngtn",5,2007,2007,2009,175900
"RM","OldTown",6,1885,1950,2010,122500
"RL","NoRidge",5,1998,1998,2009,340000
"RL","NAmes",5,1963,1963,2008,124000
"RL","Crawfor",5,1969,1969,2006,223000
"RL","NWAmes",6,1968,1968,2006,179900
"RL","NPkVill",5,1977,1977,2010,127500
"RM","CollgCr",5,2003,2003,2008,136500
"RL","Edwards",7,1966,1966,2006,274970
"RL","NAmes",5,1958,1983,2007,144000
"RL","NAmes",6,1959,1959,2008,142000
"RL","NoRidge",5,1994,1994,2008,271000
"RL","NAmes",6,1945,1950,2008,140000
"RM","OldTown",7,1940,1992,2010,119000
"RL","NWAmes",7,1981,1981,2007,182900
"RL","Gilbert",5,2005,2005,2006,192140
"RL","NPkVill",6,1976,1976,2009,143750
"RL","OldTown",6,1927,2007,2007,64500
"RL","Gilbert",5,2000,2000,2008,186500
"RL","Mitchel",5,1977,1977,2006,160000
"RL","NAmes",9,1962,2005,2008,174000
"RL","NAmes",6,1971,1971,2007,120500
"RL","NridgHt",5,2008,2008,2008,394617
"RM","OldTown",7,1957,1996,2010,149700
"RL","NWAmes",6,1979,1979,2007,197000
"RL","Crawfor",7,1922,1994,2008,191000
"RM","CollgCr",5,2004,2004,2008,149300
"FV","Somerst",5,2008,2008,2009,310000
"RL","BrkSide",6,1916,1950,2009,121000
"RL","CollgCr",5,2004,2004,2007,179600
"RL","Sawyer",5,1966,1966,2007,129000
"RL","Mitchel",7,1962,1962,2010,157900
"RL","CollgCr",5,1995,1996,2007,240000
"RL","Edwards",7,1910,2000,2007,112000
"RM","MeadowV",7,1970,1970,2006,92000
"RL","NAmes",5,1974,1974,2009,136000
"RL","Somerst",5,2008,2009,2009,287090
"RM","Edwards",5,2005,2005,2006,145000
"RL","Mitchel",5,2006,2006,2006,84500
"FV","Somerst",5,2004,2005,2009,185000
"RL","Gilbert",5,1999,2000,2007,175000
"RL","NWAmes",6,1978,1988,2010,210000
"RL","Crawfor",9,1941,2006,2010,266500
"RL","NAmes",6,1950,1996,2010,142125
"RL","Edwards",6,1965,1965,2008,147500
